id,value
762,52958.605
763,106525.59
764,131642.12
765,105597.7
766,85564.336
767,115647.86
768,65083.812
769,92663.77
770,113364.516
771,141511.77
772,121391.55
773,137305.94
774,62728.863
775,51091.703
776,123026.92
777,61237.395
778,73173.25
779,75811.695
780,68949.59
781,77892.21
782,111717.664
783,77441.32
784,75946.53
785,113031.33
786,72588.41
787,48010.746
788,299865.47
789,102979.75
790,292010.7
791,95974.18
792,219194.92
793,94366.86
794,308777.3
795,150666.58
796,67663.8
797,82515.74
798,124286.48
799,153040.6
800,77143.83
801,92544.8
802,138013.05
803,366861.56
804,416635.8
805,115058.73
806,131660.12
807,63342.1
808,155202.52
809,62085.812
810,208111.12
811,101074.25
812,158242.08
813,92029.39
814,101786.766
815,225325.11
816,121874.836
817,117665.734
818,44147.19
819,76189.48
820,284979.4
821,210613.67
822,103288.05
823,85791.96
824,42464.39
825,83128.24
826,82063.81
827,104004.445
828,88062.69
829,102963.38
830,92882.78
831,81100.7
832,272634.03
833,260669.69
834,117836.02
835,127638.75
836,85043.83
837,160835.05
838,99307.62
839,111671.61
840,99837.66
841,74009.664
842,64802.23
843,145605.64
844,44013.137
845,96852.664
846,80752.95
847,155214.16
848,187786.23
849,224729.69
850,1097088.6
851,43141.668
852,95311.51
853,75076.164
854,75116.58
855,117120.664
856,150848.06
857,105795.336
858,47524.605
859,69836.52
860,87634.91
861,125274.37
862,81857.88
863,58995.906
864,123767.85
865,50916.484
866,85043.83
867,80766.19
868,71328.51
869,51438.938
870,67001.56
871,88738.12
872,136617.45
873,119128.836
874,96085.984
875,88866.66
876,105103.0
877,697946.5
878,52025.285
879,73705.25
880,149562.39
881,87667.64
882,149097.1
883,82858.586
884,158730.1
885,73945.516
886,72702.52
887,66889.38
888,57858.656
889,41746.1
890,108324.64
891,61358.355
892,126641.76
893,134049.72
894,53316.004
895,64328.414
896,163654.05
897,115743.984
898,123269.94
899,84652.57
900,405689.44
901,74389.85
902,69798.53
903,112092.47
904,86997.48
905,112277.01
906,93304.79
907,87107.43
908,111067.38
909,120490.586
910,232170.55
911,151762.97
912,50960.64
913,174694.23
914,97442.86
915,140309.7
916,73184.82
917,96893.88
918,124146.58
919,355818.34
920,294020.0
921,75624.54
922,108885.91
923,139221.05
924,89835.96
925,101496.99
926,265381.28
927,76929.89
928,89171.69
929,176498.6
930,36447.434
931,129565.51
932,48024.234
933,105586.46
934,292344.4
935,210035.88
936,111075.53
937,69897.445
938,133540.6
939,172388.31
940,100490.82
941,88699.78
942,98652.34
943,57650.992
944,116236.07
945,54828.77
946,81128.336
947,469700.88
948,75363.0
949,117234.05
950,107789.3
951,137450.25
952,110937.914
953,90693.16
954,162775.58
955,86147.27
956,67497.016
957,134628.55
958,97095.99
959,127361.71
960,81798.67
961,112139.19
962,105943.86
963,238802.23
964,103828.66
965,118159.04
966,107238.84
967,119080.24
968,63986.51
969,109742.77
970,45518.805
971,80981.89
972,120442.07
973,185644.23
974,53102.32
975,137767.8
976,91296.46
977,126786.91
978,196947.3
979,88036.29
980,145537.69
981,69836.52
982,94393.805
983,71806.31
984,53212.938
985,90200.664
986,79041.13
987,42837.125
988,77440.54
989,60579.812
990,88997.59
991,56654.0
992,408739.2
993,58448.66
994,82229.22
995,530755.56
996,104362.59
997,75004.12
998,103245.21
999,53902.75
1000,93734.15
1001,131180.28
1002,120072.03
1003,121622.87
1004,195265.36
1005,100254.88
1006,107096.18
1007,1046256.7
1008,194859.23
1009,77999.92
1010,68708.04
1011,176366.58
1012,270783.3
1013,106616.48
1014,104509.87
1015,80879.83
1016,84371.34
1017,405457.06
1018,136017.89
1019,125264.09
1020,82361.41
1021,206534.16
1022,159018.84
1023,100706.04
1024,86853.96
1025,88116.53
1026,91961.21
1027,91879.516
1028,111653.92
1029,56860.363
1030,96302.445
1031,62075.71
1032,90371.164
1033,66827.06
1034,156908.92
1035,117250.0
1036,118490.48
1037,198821.56
1038,43783.574
1039,169635.78
1040,67696.08
1041,102190.62
1042,94224.17
1043,131415.02
1044,53808.74
1045,65656.36
1046,125499.43
1047,150005.4
1048,942697.25
1049,120941.13
1050,110344.914
1051,114673.67
1052,106861.03
1053,87830.055
1054,56758.316
1055,70163.805
1056,122329.87
1057,182295.66
1058,142703.23
1059,55824.438
1060,41486.473
1061,108613.59
1062,197381.66
1063,205498.25
1064,168467.06
1065,63234.652
1066,88592.45
1067,89206.81
1068,116485.58
1069,45097.195
1070,95729.71
1071,140296.55
1072,106904.08
1073,53378.434
1074,57424.848
1075,89014.086
1076,134163.58
1077,86140.94
1078,147964.16
1079,44117.758
1080,60861.926
1081,95646.86
1082,39685.89
1083,114439.75
1084,409931.9
1085,163376.84
1086,117822.99
1087,70893.805
1088,107671.11
1089,209970.86
1090,109282.66
1091,69288.234
1092,123670.91
1093,122464.62
1094,34240.1
1095,93463.52
1096,72264.97
1097,101937.78
1098,78838.36
1099,82368.67
1100,243923.89
1101,157304.16
1102,51001.16
1103,150624.81
1104,79454.305
1105,64108.3
1106,75184.66
1107,84656.21
1108,89680.305
1109,239732.08
1110,66791.42
1111,76008.2
1112,142786.39
1113,133571.08
1114,89904.6
1115,54519.09
1116,42785.316
1117,56006.406
1118,137808.84
1119,152818.08
1120,61603.617
1121,44461.25
1122,198638.81
1123,47288.023
1124,92748.89
1125,114129.84
1126,118640.445
1127,110842.36
1128,90000.11
1129,51635.902
1130,94738.74
1131,75808.61
1132,50535.88
1133,115983.695
1134,78274.74
1135,104158.58
1136,79955.37
1137,299342.06
1138,128551.61
1139,115085.375
1140,46429.902
1141,151123.03
1142,116436.234
1143,100800.875
1144,87806.81
1145,143407.38
1146,80374.34
1147,79560.74
1148,75979.66
1149,95417.97
1150,86401.55
1151,96930.62
1152,141536.0
1153,62179.074
1154,1560244.6
1155,117023.66
1156,67287.375
1157,211538.3
1158,217374.88
1159,67207.766
1160,102595.72
1161,84732.234
1162,44609.74
1163,72365.56
1164,53673.55
1165,86295.65
1166,91845.56
1167,116456.68
1168,67271.79
1169,52057.26
1170,106866.2
1171,102148.99
1172,125268.8
1173,88572.41
1174,47214.875
1175,393232.97
1176,104714.31
1177,208819.6
1178,94025.01
1179,138367.77
1180,99538.97
1181,177143.61
1182,94739.914
1183,95576.195
1184,166739.64
1185,42000.543
1186,69030.61
1187,158552.1
1188,84439.836
1189,53785.715
1190,76704.42
1191,184888.14
1192,68308.97
1193,162453.95
1194,107298.93
1195,210762.95
1196,81187.28
1197,178291.5
1198,70993.03
1199,109022.79
1200,84558.01
1201,56768.15
1202,100917.64
1203,63597.285
1204,99125.76
1205,42286.434
1206,59932.285
1207,250820.16
1208,101645.305
1209,121445.62
1210,80048.8
1211,97334.42
1212,74249.92
1213,97956.39
1214,83106.24
1215,70640.92
1216,88123.234
1217,80318.88
1218,129513.93
1219,101176.83
1220,78263.0
1221,123056.06
1222,83093.54
1223,84267.86
1224,434223.4
1225,61338.64
1226,85165.12
1227,54190.21
1228,43243.535
1229,84312.086
1230,82330.664
1231,75263.164
1232,143087.62
1233,79887.84
1234,144853.06
1235,47514.31
1236,125412.586
1237,62299.46
1238,92398.484
1239,309621.28
1240,144551.33
1241,64781.83
1242,68527.05
1243,90420.055
1244,90373.086
1245,154608.42
1246,180890.19
1247,117991.26
1248,165266.28
1249,100353.27
1250,63478.38
1251,86705.37
1252,81596.1
1253,95318.52
1254,65659.336
1255,74389.85
1256,74162.414
1257,106426.59
1258,53215.26
1259,198486.58
1260,101888.125
1261,88647.38
1262,126755.33
1263,186734.67
1264,390898.72
1265,159275.28
1266,47564.74
1267,70630.945
1268,178855.23
1269,211710.34
1270,82752.29
1271,248045.66
1272,45787.855
1273,477063.44
1274,77583.625
1275,79483.71
1276,76312.9
1277,68598.82
1278,87804.36
1279,100998.6
1280,179464.23
1281,98438.12
1282,112634.43
1283,470678.6
1284,111002.62
1285,78841.82
1286,120502.75
1287,178988.83
1288,52460.402
1289,86463.08
1290,100904.34
1291,92302.484
1292,61296.965
1293,95214.76
1294,81663.586
1295,82245.734
1296,131684.62
1297,94479.83
1298,87061.57
1299,181370.75
1300,137499.5
1301,90324.35
1302,65790.86
1303,46988.965
1304,88767.78
1305,137263.12
1306,86079.15
1307,104391.9
1308,45677.926
1309,45670.375
1310,237969.05
1311,80759.0
1312,136380.1
1313,48354.027
1314,124210.36
1315,69907.77
1316,96315.164
1317,74442.93
1318,78630.68
1319,122859.37
1320,82996.18
1321,76434.125
1322,130575.07
1323,154894.72
1324,110931.77
1325,374555.38
1326,177493.44
1327,90549.22
1328,238837.78
1329,70823.914
1330,93435.53
1331,84996.22
1332,290877.1
1333,72104.79
1334,63696.67
1335,66695.21
1336,325397.44
1337,165092.19
1338,103716.875
1339,320890.88
1340,132638.73
1341,168930.0
1342,110488.83
1343,104103.47
1344,128396.55
1345,97749.09
1346,276210.16
1347,84368.875
1348,72617.766
1349,95869.58
1350,66212.04
1351,94240.17
1352,211840.56
1353,134179.33
1354,142796.58
1355,69403.945
1356,2298661.5
1357,84514.945
1358,67465.3
1359,68927.09
1360,127824.85
1361,209294.7
1362,140806.23
1363,91838.41
1364,129464.266
1365,110848.53
1366,72792.88
1367,290877.1
1368,62527.242
1369,106585.44
1370,90225.84
1371,235623.48
1372,52002.086
1373,206332.89
1374,64472.527
1375,65751.08
1376,69494.19
1377,129776.484
1378,222069.61
1379,101910.26
1380,84710.34
1381,213299.25
1382,84142.33
1383,64108.3
1384,156590.8
1385,86254.77
1386,114439.54
1387,84004.016
1388,520952.8
1389,233268.39
1390,161450.98
1391,74171.34
1392,125592.89
1393,157521.23
1394,334481.62
1395,90356.75
1396,50612.9
1397,86615.75
1398,281500.5
1399,108083.21
1400,118709.54
1401,159771.62
1402,139440.66
1403,69616.875
1404,128884.78
1405,64464.688
1406,241708.4
1407,50849.707
1408,49208.035
1409,119008.875
1410,507812.0
1411,48952.22
1412,82704.15
1413,155390.84
1414,75119.34
1415,60577.96
1416,102034.08
1417,178215.4
1418,89262.51
1419,49162.055
1420,112416.79
1421,80481.65
1422,134736.33
1423,40857.79
1424,142732.61
1425,189220.48
1426,79881.96
1427,104461.125
1428,179631.67
1429,858377.7
1430,88618.836
1431,84215.03
1432,128145.06
1433,81643.52
1434,99133.1
1435,76625.28
1436,54442.742
1437,1095899.1
1438,71419.984
1439,200486.02
1440,57610.69
1441,98376.59
1442,36186.58
1443,123430.35
1444,70599.68
1445,69202.48
1446,184041.05
1447,42907.93
1448,136052.56
1449,121282.03
1450,153507.73
1451,134582.9
1452,85482.15
1453,49478.527
1454,139955.62
1455,91850.06
1456,199378.2
1457,291351.53
1458,85091.99
1459,84888.57
1460,53985.484
1461,105921.79
1462,48337.32
1463,59125.13
1464,111206.695
1465,116050.0
1466,363622.5
1467,48228.336
1468,95307.36
1469,76654.305
1470,162464.06
1471,157031.31
1472,107484.0
1473,57748.99
1474,68304.54
1475,60596.73
1476,124162.61
1477,135979.03
1478,124437.49
1479,93642.06
1480,156222.73
1481,308474.6
1482,170886.03
1483,186695.12
1484,1197870.8
1485,140908.1
1486,247261.25
1487,138762.22
1488,68167.47
1489,51170.15
1490,122479.266
1491,129312.51
1492,114280.25
1493,153505.88
1494,105873.93
1495,82974.5
1496,50290.145
1497,81857.88
1498,94182.55
1499,148286.88
1500,113812.52
1501,80750.58
1502,98850.6
1503,59114.074
1504,195786.06
1505,125481.18
1506,99758.06
1507,280587.34
1508,279261.3
1509,246758.88
1510,120211.82
1511,154592.48
1512,82531.75
1513,99455.82
1514,150515.94
1515,281643.03
1516,160197.77
1517,215979.53
1518,62102.234
1519,90750.086
1520,65803.555
1521,108399.66
1522,108880.664
1523,105287.2
1524,110167.0
1525,67769.76
1526,87838.38
1527,80884.01
1528,132751.89
1529,107952.74
1530,82837.49
1531,67720.695
1532,174859.38
1533,70755.97
1534,266988.25
1535,80461.48
1536,78572.37
1537,79824.08
1538,106823.17
1539,74685.87
1540,62444.56
1541,50412.83
1542,122630.88
1543,129946.46
1544,472255.34
1545,98850.6
1546,68223.055
1547,161055.36
1548,122189.76
1549,107045.664
1550,77441.32
1551,102671.47
1552,86027.77
1553,129621.24
1554,96757.27
1555,199086.28
1556,120684.71
1557,143104.58
1558,254051.77
1559,51781.402
1560,101209.66
1561,104904.17
1562,40559.633
1563,85962.53
1564,173610.12
1565,70496.44
1566,151750.86
1567,79002.016
1568,148073.86
1569,165911.95
1570,264830.72
1571,216578.7
1572,94201.05
1573,37388.223
1574,67740.01
1575,53540.06
1576,48005.934
1577,60453.176
1578,110189.52
1579,93453.55
1580,166870.0
1581,91997.84
1582,43454.37
1583,132548.31
1584,92497.61
1585,75709.88
1586,102357.055
1587,213983.58
1588,90447.11
1589,39696.973
1590,77902.69
1591,55102.03
1592,516963.8
1593,78544.29
1594,284354.06
1595,101887.51
1596,82296.74
1597,175511.53
1598,136003.97
1599,121898.82
1600,89001.27
1601,78450.805
1602,85439.33
1603,91136.23
1604,137255.38
1605,104577.516
1606,42143.72
1607,181044.6
1608,75573.42
1609,110578.67
1610,190536.34
1611,83269.65
1612,605060.3
1613,62652.586
1614,78467.67
1615,75967.79
1616,81275.71
1617,112708.1
1618,97956.39
1619,101853.95
1620,84311.33
1621,114206.46
1622,148380.08
1623,54584.625
1624,99667.46
1625,64969.285
1626,55400.125
1627,82443.43
1628,149540.0
1629,92872.03
1630,125477.8
1631,77419.43
1632,157516.81
1633,97587.98
1634,106960.65
1635,163545.89
1636,53392.76
1637,92711.41
1638,74532.32
1639,81075.95
1640,99538.07
1641,81887.83
1642,153231.95
1643,102190.125
1644,47864.113
1645,100304.13
1646,97218.76
1647,98989.625
1648,221443.58
1649,88912.41
1650,211979.39
1651,136366.33
1652,332963.44
1653,104208.22
1654,90768.36
1655,115043.414
1656,68459.48
1657,161543.44
1658,88860.81
1659,78922.41
1660,50088.844
1661,141942.78
1662,83941.586
1663,75843.31
1664,98252.71
1665,164649.6
1666,71095.1
1667,50513.477
1668,58876.832
1669,79511.65
1670,39969.207
1671,134473.05
1672,96166.48
1673,48799.9
1674,92847.85
1675,118265.77
1676,44601.117
1677,69554.0
1678,280665.28
1679,47477.7
1680,84431.47
1681,84893.65
1682,91894.63
1683,257942.38
1684,678853.0
1685,291926.34
1686,85339.21
1687,92854.445
1688,97726.805
1689,96084.81
1690,265966.0
1691,110095.35
1692,81663.586
1693,43027.164
1694,178349.75
1695,91464.875
1696,80377.7
1697,69054.22
1698,183912.98
1699,90779.58
1700,86906.27
1701,71446.23
1702,74570.98
1703,197126.05
1704,125264.09
1705,84142.33
1706,41992.42
1707,84940.445
1708,94095.74
1709,190569.2
1710,60891.2
1711,103938.78
1712,81018.664
1713,1739222.6
1714,87260.99
1715,50088.844
1716,119662.195
1717,101691.914
1718,1051069.1
1719,60479.152
1720,96084.02
1721,44112.055
1722,101937.43
1723,89124.84
1724,56495.688
1725,80616.35
1726,373955.38
1727,68668.59
1728,96115.31
1729,93571.67
1730,101607.94
1731,114280.25
1732,46115.426
1733,81962.47
1734,157503.81
1735,75854.17
1736,80803.73
1737,205224.17
1738,162485.0
1739,201394.48
1740,61478.957
1741,115426.336
1742,70817.57
1743,166985.31
1744,94526.93
1745,64830.625
1746,99456.65
1747,94216.11
1748,103273.945
1749,188760.94
1750,89473.69
1751,103158.9
1752,106578.7
1753,85799.95
1754,83021.55
1755,63453.88
1756,76627.26
1757,56860.363
1758,96059.91
1759,328476.34
1760,93554.85
1761,80312.5
1762,116056.305
1763,77078.07
1764,785286.3
1765,93187.65
1766,71965.305
1767,101740.69
1768,79942.08
1769,148810.23
1770,85989.8
1771,107218.04
1772,161525.22
1773,87348.07
1774,139935.08
1775,41526.484
1776,43322.984
1777,117358.266
1778,138314.3
1779,56065.793
1780,105770.6
1781,99027.88
1782,70213.77
1783,130468.33
1784,57707.91
1785,81985.88
1786,263276.56
1787,103218.02
1788,73036.46
1789,52869.99
1790,152388.31
1791,698043.1
1792,100304.195
1793,72588.41
1794,113505.37
1795,88326.72
1796,86366.695
1797,82888.06
1798,99574.8
1799,100560.64
1800,100997.086
1801,96166.48
1802,67074.89
1803,80374.34
1804,50806.65
1805,257859.22
1806,69415.97
1807,153884.38
1808,274281.7
1809,134337.1
1810,797346.9
1811,99194.08
1812,61019.2
1813,407513.2
1814,46700.49
1815,49081.19
1816,49097.227
1817,129888.4
1818,66162.805
1819,90450.93
1820,81827.93
1821,210366.42
1822,110185.52
1823,53215.26
1824,58125.08
1825,65970.73
1826,87380.75
1827,81631.91
1828,73033.125
1829,256077.0
1830,51087.133
1831,63864.156
1832,81856.68
1833,78864.15
1834,82722.08
1835,144618.97
1836,165641.88
1837,118061.086
1838,68180.55
1839,89124.84
1840,154070.94
1841,89545.36
1842,119970.93
1843,78572.37
1844,89898.445
1845,108644.49
1846,91409.65
1847,56826.24
1848,111654.44
1849,94741.43
1850,103459.48
1851,90847.305
1852,256595.89
1853,82003.06
1854,83631.195
1855,45698.44
1856,128586.14
1857,169167.06
1858,153019.66
1859,110769.234
1860,77704.945
1861,95330.05
1862,86885.99
1863,111464.55
1864,77425.91
1865,122725.32
1866,69763.49
1867,162854.3
1868,99080.195
1869,162777.53
1870,469296.78
1871,75212.78
1872,84084.27
